segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,health_score,anomaly_risk,maintenance_priority
1523,0,1,CADC0888,5,315,64,0.26458285453125,0.091538593429423,0.3025534554907993,-0.9936889274733338,0.7948272879727455,1,1,1,3,6,0.0015142515833502,0.000357172734768,1575,320,0.0002905987092997,0.0014302905223347,77.50552380824676,22.494476191753236,Medium
1524,0,0,CADC0888,5,285,58,0.3101905618965516,0.1097975370336591,0.3313571140531905,-1.1360234669928848,0.6872046977398197,1,1,1,2,8,0.001996111042441,0.0002313067926589,1425,290,0.0003852545159075,0.0018930609833389,75.77212570595565,24.227874294044355,Medium
1525,0,0,CADC0888,5,265,54,0.3617422807407406,0.1492964732810365,0.3863890180647433,-1.0814405995827765,0.7230086921819091,1,1,1,1,7,0.0032110191900928,0.0003873957259302,1325,270,0.0005633829180416,0.0027647495052043,71.2587634694317,28.7412365305683,Medium
1526,0,1,CADC0888,5,240,49,0.3061270248979592,0.0992336965856048,0.3150138038016824,-1.241233230149582,0.6036039393732793,1,1,1,2,6,0.0023895601094487,0.0004003942851264,1200,245,0.0004134737357733,0.0020251774813388,77.15500384046967,22.844996159530325,Medium
1527,0,0,CADC0888,5,240,49,0.298477503877551,0.1269214113180287,0.3562603139812639,-0.9638880295143176,0.8185823124562112,1,1,1,1,3,0.0037458035645514,0.0007898183523417,1200,245,0.0005288392138251,0.0025902328840414,73.14802163181899,26.85197836818101,Medium
1528,1,1,CADC0888,5,205,42,0.1373248909523809,0.0264823010624137,0.1627338350264434,-0.838264114340046,0.8628018540682961,2,1,1,2,2,0.0025581903431275,0.0048150693377204,1025,210,0.000129181956402,0.0006305309776765,85.25910099936839,14.740899000631615,Low
1529,0,1,CADC0888,5,235,48,0.2462132358333333,0.1018871712193792,0.3191976992701846,-0.8576983299141925,0.8838510360308687,1,1,1,1,5,0.0032544118336416,0.000648639186207,1175,240,0.0004335624307207,0.0021226494004037,75.71399258046604,24.28600741953396,Medium
1530,1,1,CADC0888,5,215,44,0.1031257920454545,0.0228351369598877,0.1511129940140415,-0.4833934721516915,1.1141460931128104,2,1,1,2,4,0.0018871528689717,0.001966960321945,1075,220,0.0001062099393483,0.0005189803854519,85.23081111679994,14.769188883200059,Low
1531,0,1,CADC0888,5,230,47,0.2931607276595744,0.1286963837186543,0.3587427821136675,-1.0924809798017694,0.744948410444805,1,1,1,1,5,0.003753126349193,0.0005624013027875,1150,235,0.0005595494944289,0.0027382209301841,73.24486025004678,26.755139749953216,Medium
1532,0,1,CADC0888,5,230,47,0.2284517665957447,0.0767392445863346,0.2770184914158884,-1.1092870180653327,0.7290352846408014,1,1,1,4,6,0.0023662436676035,0.0007957022266428,1150,235,0.0003336488895058,0.0016327498848156,79.30442773087968,20.69557226912032,Medium
1533,0,1,CADC0888,5,235,48,0.3290760125,0.1474569425240573,0.3840012272429052,-1.1606146164119684,0.6768856413202738,1,1,1,1,4,0.0038775723930365,0.000639602483473,1175,240,0.0006274763511662,0.0030720196359178,71.49299904084819,28.50700095915181,Medium
1534,0,1,CADC0888,5,245,50,0.31834018,0.1340331175939904,0.3661053367461206,-1.2047337394258526,0.6538199501106051,1,1,1,1,4,0.003127555292151,0.0002823980437233,1225,250,0.0005470739493632,0.0026806623518798,73.11783833184876,26.88216166815124,Medium
1535,0,1,CADC0888,5,235,48,0.2797958625,0.1069421905990719,0.3270201684897613,-1.2066492658069876,0.6607167974215722,1,1,1,3,6,0.0028222591154365,0.0004896164687339,1175,240,0.0004550731514854,0.0022279623041473,76.04383582229221,23.95616417770779,Medium
1536,0,1,CADC0888,5,235,48,0.3156559354166666,0.139166656332826,0.3730504742428644,-1.138121366646782,0.6977000371161459,1,1,1,2,3,0.0036636943758787,0.0004714806723282,1175,240,0.0005921985375864,0.0028993053402672,72.3243607711498,27.6756392288502,Medium
1537,1,1,CADC0888,5,220,45,0.1652215533333333,0.0436973389759011,0.2090390848044957,-1.0560975760865203,0.784135455331928,2,1,1,2,4,0.0020945160603604,0.002143944958446,1100,225,0.0001986242680722,0.0009710519772422,83.28438805122533,16.715611948774665,Low
1538,0,1,CADC0888,5,240,49,0.2591053653061225,0.1227045730898732,0.3502921253609239,-0.729532731319789,0.9525818502751536,1,1,1,1,5,0.003806130929597,0.0003461439664931,1200,245,0.0005112690545411,0.0025041749610178,73.1131086855912,26.8868913144088,Medium
1539,1,1,CADC0888,5,150,31,0.0570272741935483,0.0065317663760657,0.0808193440709944,-0.7106208613418303,0.9836163136228931,2,1,2,2,4,0.0017496293908246,0.0040535042588144,750,155,4.3545109173771895e-05,0.0002107021411634,88.86504566511111,11.134954334888889,Low
1540,0,1,CADC0888,5,240,49,0.2691142612244898,0.1339341893373991,0.3659702027998989,-0.7060737953828085,0.9634408466177452,1,1,1,1,5,0.0041925209269875,0.0003606395101148,1200,245,0.0005580591222391,0.002733350802804,71.81778970672521,28.182210293274792,Medium
1541,0,1,CADC0888,5,180,37,0.1697851062162162,0.0384791518704967,0.1961610355562408,-1.2312022966792404,0.639621552732666,2,1,1,4,5,0.0017259779482925,0.0004479193197025,900,185,0.0002137730659472,0.0010399770775809,84.6670336877074,15.332966312292598,Low
1542,0,0,CADC0888,5,205,42,0.2763986952380952,0.0951194603879528,0.3084144296039873,-1.271955221764122,0.5969681301887696,1,1,1,2,5,0.0031065496346009,0.0005781130991679,1025,210,0.0004639973677461,0.002264749056856,77.52224641605038,22.47775358394962,Medium
1543,0,1,CADC0888,5,215,44,0.3139126674999999,0.1402930939110357,0.3745571971155216,-1.1106198077216354,0.7208741896916574,1,1,1,1,6,0.0044472834537029,0.0004674908664017,1075,220,0.0006525260181908,0.0031884794070689,71.9973083953404,28.002691604659603,Medium
1544,1,1,CADC0888,5,170,35,0.1011498094285714,0.0163067480127425,0.1276978778709439,-1.0791361667646149,0.7583218812336878,2,1,1,2,3,0.0014256969031124,0.0018176681124627,850,175,9.592204713377949e-05,0.0004659070860783,87.77117568464237,12.228824315357627,Low
1545,0,1,CADC0888,5,250,51,0.2687966372549019,0.1320451806556257,0.363380215002999,-0.6866016855623354,0.9751863727510164,1,1,1,2,6,0.0038974694850492,0.0004344280599374,1250,255,0.0005281807226225,0.0025891211893259,72.01812464284127,27.981875357158728,Medium
1546,1,1,CADC0888,5,165,34,0.0653323014705882,0.0085683467187515,0.0925653645741839,-0.6884292880986123,0.993782953982612,2,1,1,2,4,0.0013929545015978,0.002320812298849,825,170,5.19293740530399e-05,0.0002520101976103,88.48015258911353,11.51984741088647,Low
1547,0,1,CADC0888,5,245,50,0.2716993916,0.1286606265430426,0.3586929418639885,-0.688806810469587,0.9748044627184108,1,1,1,1,11,0.0039618355874233,0.0003781121856015,1225,250,0.0005251454144613,0.0025732125308608,72.36935210915063,27.630647890849374,Medium
1548,0,1,CADC0888,5,190,39,0.143273842051282,0.0292956214487958,0.1711596373237448,-1.1175587481502796,0.7593121927630371,1,1,1,1,4,0.0014656825675654,0.0004736415779329,950,195,0.0001541874813094,0.0007511697807383,85.67272735788774,14.327272642112263,Low
1549,0,0,CADC0888,5,225,46,0.3610269099999998,0.1564431752721197,0.3955289815830437,-1.0139195111323234,0.7437915176885115,1,1,1,2,4,0.0045689682978629,0.0006846734974779,1125,230,0.0006953030012094,0.0034009385928721,70.19395730446236,29.80604269553764,Medium
1550,0,0,CADC0888,5,200,41,0.2776339756097561,0.0763919746162638,0.2763909814307692,-1.215204294815061,0.6385801367738415,1,1,1,1,7,0.0026839520987406,0.0003796596973299,1000,205,0.0003819598730813,0.0018632188930796,79.62515877044737,20.37484122955263,Medium
1551,0,0,CADC0888,5,205,42,0.3197030283333333,0.1054398971511206,0.3247151015138049,-1.3101409429003013,0.5385313460889689,1,1,1,2,7,0.0032233816183043,0.0004072031719256,1025,210,0.0005143409617127,0.0025104737416933,76.54518692304215,23.454813076957848,Medium
1552,0,1,CADC0888,5,190,39,0.3503255853846154,0.1280824158080047,0.3578860374588603,-1.235864454866648,0.6129610720103379,1,1,1,2,5,0.0047431377834997,0.0006439997666559,950,195,0.0006741179779368,0.0032841645078975,73.5862299483487,26.413770051651298,Medium
1553,0,1,CADC0888,5,165,34,0.1511675505882352,0.0254510009677417,0.1595336985333873,-1.2627004938852446,0.6104240618481241,1,1,1,2,4,0.0013377076338164,0.0003413331417475,825,170,0.0001542484907135,0.0007485588519924,86.80262072258022,13.197379277419785,Low
1554,0,0,CADC0888,5,210,43,0.2995292655813953,0.1470962869762962,0.3835313376717686,-0.8182185271768403,0.8967453188605482,1,1,1,1,5,0.0055961609646578,0.0006080433619871,1050,215,0.0007004585094109,0.0034208438831696,70.44964047560134,29.550359524398658,Medium
1555,1,1,CADC0888,5,145,30,0.0246109846666666,0.0008162966292827,0.0285709052933707,-0.1354473007727259,1.07282330576838,2,1,1,3,4,0.0002148962471555,0.0003687694750785,725,150,5.629631926087988e-06,2.7209887642758605e-05,90.79874931836702,9.201250681632985,Low
1556,0,1,CADC0888,5,220,45,0.2899272873333333,0.147693647251257,0.3843093119497067,-0.7824717785728645,0.9178793827205028,1,1,1,1,3,0.0052634537098929,0.0005696406908026,1100,225,0.0006713347602329,0.0032820810500279,70.36800594450364,29.631994055496364,Medium
1557,0,1,CADC0888,5,155,32,0.1178691943749999,0.0184324613686201,0.1357662011276009,-1.228202908283715,0.6437555124527514,1,1,1,2,4,0.0012019927197838,0.0005759037205268,775,160,0.000118919105604,0.0005760144177693,87.88874795419281,12.111252045807191,Low
1558,0,0,CADC0888,5,195,40,0.3196581275,0.1292582779536049,0.3595250727746327,-1.2518707837898575,0.609985271576713,1,1,1,1,8,0.0045749265708794,0.0005507135604605,975,200,0.0006628629638646,0.0032314569488401,73.51166594505172,26.488334054948282,Medium
1559,1,1,CADC0888,5,185,38,0.2934052052631579,0.0962895521704752,0.3103055786969922,-1.2393315213855032,0.5630724993382451,2,1,1,2,1,0.0070984102162616,0.0115185982241777,925,190,0.0005204840657863,0.0025339355834335,76.20274417799354,23.797255822006463,Medium
1560,1,0,CADC0888,5,185,38,0.1779431342105263,0.043092502667238,0.2075873374443586,-1.1577689894401022,0.6670240450012493,2,1,1,2,2,0.0048525266953551,0.0100293916781916,925,190,0.0002329324468499,0.0011340132280852,82.85731689545091,17.142683104549093,Low
1561,0,1,CADC0888,5,205,42,0.3204954523809524,0.1426007733512596,0.377625175738138,-1.1318836235372662,0.6994938264656237,1,1,1,2,3,0.0048978165309024,0.0005956499669749,1025,210,0.0006956135285427,0.0033952565083633,71.74725886537834,28.252741134621658,Medium
1562,1,0,CADC0888,5,170,35,0.0493913877142857,0.0058047382993515,0.0761888331670168,-0.1381914175731569,1.2053314656627812,2,1,1,2,2,0.0031098550162385,0.0087585325303705,850,175,3.4145519407950175e-05,0.0001658496656957,87.65532361819568,12.34467638180432,Low
1563,0,1,CADC0888,5,220,45,0.2703784155555555,0.1298939448396044,0.3604080254927801,-0.8016965556024047,0.9174198762345336,1,1,1,1,4,0.0047014422682277,0.000551781932552,1100,225,0.0005904270219982,0.0028865321075467,72.32565152115211,27.67434847884789,Medium
1564,0,1,CADC0888,5,155,32,0.027120765625,0.0019469440895322,0.0441241893923532,-0.3204395182730946,1.1870615711403014,1,1,1,1,4,0.0002947183107432,0.000342900092166,775,160,1.2560929609885524e-05,6.0842002797883e-05,89.99076505970778,10.009234940292217,Low
1565,0,1,CADC0888,5,220,45,0.2756530377777778,0.1316172199883961,0.3627908763852753,-0.829329167225012,0.8953841241699338,1,1,1,1,5,0.0046703778674268,0.0006202551920172,1100,225,0.0005982600908563,0.0029248271108532,72.22193294443812,27.778067055561877,Medium
1566,0,1,CADC0888,5,160,33,0.1733729545454545,0.032779845356334,0.1810520515109784,-1.34958794300136,0.4990797097034263,1,1,1,3,5,0.0017600000431781,0.0006561563081554,800,165,0.000204874033477,0.0009933286471616,85.93871240060714,14.061287599392855,Low
1567,1,1,CADC0888,5,185,38,0.2530573447368421,0.0698099758478867,0.2642157751684912,-1.278256619803714,0.5251729117770126,2,1,1,2,1,0.0087776224665086,0.0200398003351572,925,190,0.0003773512207993,0.0018371046275759,78.67267689958501,21.327323100414986,Medium
1568,0,1,CADC0888,5,190,39,0.2949770871794872,0.1108845744922759,0.3329933550272076,-1.2169545954360927,0.6360307394952296,1,1,1,1,6,0.0041713964321821,0.00048245789088,950,195,0.0005836030236435,0.0028431942177506,75.46236017978927,24.537639820210728,Medium
1569,1,0,CADC0888,5,150,31,0.0524655129032258,0.0051236453506779,0.0715796434098264,-0.5691958169555091,1.0055337882352628,2,1,1,2,1,0.0028130171527793,0.0079240182180034,750,155,3.4157635671186016e-05,0.0001652788822799,88.72274463932271,11.277255360677287,Low
1570,0,1,CADC0888,5,265,54,0.2229492814814815,0.121782586032497,0.3489736179605803,-0.0696931719512652,1.2460643570535344,1,1,1,1,5,0.0042152471519592,0.0004636908694753,1325,270,0.0004595569284245,0.0022552330746758,71.9729278806158,28.0270721193842,Medium
1571,0,0,CADC0888,5,275,56,0.2266593808928571,0.1207379242806427,0.3474736310580167,-0.143870386995891,1.2117207313648937,1,1,1,1,5,0.0037370929510891,0.0004590228945881,1375,280,0.0004390469973841,0.0021560343621543,72.29943972692574,27.70056027307426,Medium
1572,0,1,CADC0888,5,160,33,0.1234661121212121,0.0177372478934083,0.1331812595428063,-1.278742333892035,0.5681997768118698,1,1,1,2,5,0.0010150450949293,0.0004177075964677,800,165,0.0001108577993338,0.0005374923604063,88.29318657465603,11.706813425343967,Low
1573,0,0,CADC0888,5,185,38,0.2792793289473684,0.0845805656810047,0.2908273812435904,-1.3237125588213186,0.5283792548661533,1,1,1,2,6,0.0031756529458937,0.0005689187093811,925,190,0.0004571922469243,0.0022258043600264,78.93775810564932,21.062241894350677,Medium
1574,0,0,CADC0888,5,175,36,0.3284673722222222,0.0984682432652625,0.3137964997657917,-1.4358861660026043,0.3987150046815602,1,1,1,2,7,0.0037544402222724,0.0005667468163554,875,180,0.0005626756758015,0.0027352289795906,77.68228622915103,22.317713770848968,Medium
1575,1,0,CADC0888,5,175,36,0.1017588155555555,0.0127863455259026,0.1130767240677881,-1.0402171065776729,0.7227687113359639,2,1,1,3,3,0.0014931160675254,0.0028846695012359,875,180,7.30648315765868e-05,0.0003551762646084,88.46456692935813,11.535433070641872,Low
1576,0,1,CADC0888,5,225,46,0.3043510089130434,0.1357016085094782,0.3683769923725941,-0.7974881185485541,0.9110713375116652,1,1,1,1,6,0.0046739498200496,0.0005163960234484,1125,230,0.0006031182600421,0.0029500349675973,71.73836871764527,28.261631282354728,Medium
1577,1,1,CADC0888,5,120,25,0.0174887556,0.000486469262954,0.0220560482170768,-0.3486100904079663,1.0919403998011832,1,1,2,1,3,0.0002452463667291,0.0004572964928058,600,125,4.053910524616805e-06,1.9458770518160664e-05,91.07031873420073,8.929681265799275,Low
1578,0,1,CADC0888,5,225,44,0.3282785795454546,0.1480135925265261,0.3847253468729688,-0.7776885319528724,0.9092745773655706,1,1,1,1,3,0.0060390200545261,0.0017576888595129,1275,220,0.0006578381890067,0.0033639452846937,70.1624333453494,29.8375666546506,Medium
1579,1,0,CADC0888,5,150,31,0.0796497329032258,0.0042525981405114,0.0652119478355876,-0.8421892949491983,0.7050171345682174,1,1,1,2,4,0.0004423226217177,0.0003250067848772,750,155,2.8350654270076e-05,0.0001371805851777,90.78122562338854,9.218774376611464,Low
1580,0,0,CADC0888,5,190,39,0.3570350417948718,0.1281724747180373,0.3580118360027183,-1.3119727391509703,0.5195275681649955,1,1,1,2,6,0.0044921404947948,0.0008500651773416,950,195,0.0006745919722001,0.0032864737107189,73.91029270480809,26.089707295191914,Medium
1581,0,1,CADC0888,5,170,35,0.27146512,0.0525251817502038,0.2291837292440366,-1.3914138688156588,0.3977170034799073,1,1,1,1,2,0.0021029091384945,0.0003011245334604,850,175,0.0003089716573541,0.0015007194785772,83.46464870440242,16.53535129559758,Low
1582,1,1,CADC0888,5,155,32,0.224215259375,0.0350341596005605,0.1871741424464408,-1.418410145236216,0.1746227390354663,2,1,1,2,1,0.0039313498624295,0.008075905226518,775,160,0.0002260268361326,0.0010948174875175,85.78916901914262,14.21083098085738,Low
1583,0,1,CADC0888,5,295,60,0.2240469128333333,0.1052005510136836,0.3243463442274071,0.2214636993044672,1.3417939131301155,1,1,1,1,6,0.0031869003615485,0.0003294345720395,1475,300,0.0003566120373345,0.0017533425168947,73.53455180484605,26.465448195153954,Medium
1584,0,0,CADC0888,5,250,51,0.2438000337254901,0.1320247967639593,0.3633521663124624,-0.2479849600492225,1.1644268585341186,1,1,1,1,3,0.0046115437145102,0.0005032296081713,1250,255,0.0005280991870558,0.0025887215051756,71.14017819752617,28.85982180247383,Medium
1585,0,0,CADC0888,5,215,44,0.2748397931818181,0.116115214357472,0.3407568258413498,-0.9801637555333284,0.803735930969769,1,1,1,2,6,0.0040055675680441,0.0007355526422309,1075,220,0.0005400707644533,0.002638982144488,74.31390192165347,25.686098078346532,Medium
1586,0,1,CADC0888,5,170,35,0.2114719637142857,0.0404707058094895,0.2011733228076961,-1.3850645270801218,0.3966120387111726,1,1,1,2,2,0.0016881735862566,0.0004761220394065,850,175,0.0002380629753499,0.0011563058802711,85.15584424468004,14.84415575531996,Low
1587,0,0,CADC0888,5,160,33,0.2059687566666666,0.0374144714718688,0.1934282075393059,-1.4372413376521784,0.3553850808698032,1,1,1,1,1,0.0016685213353396,0.0002220902306982,800,165,0.0002338404466991,0.0011337718627839,85.75039243583915,14.249607564160854,Low
1588,0,0,CADC0888,5,205,42,0.292547319047619,0.1218415058241786,0.3490580264428519,-1.081641145126973,0.7375743079734731,1,1,1,1,6,0.0042222979639043,0.000328073331224,1025,210,0.0005943488088984,0.002900988233909,73.92337852185487,26.076621478145128,Medium
1589,1,1,CADC0888,5,125,26,0.0164235203846153,0.0006806897870106,0.0260900323305797,-0.3969070931086476,1.1568154585199004,2,1,1,2,4,0.0004071697466141,0.0008906577557409,625,130,5.445518296085568e-06,2.618037642348831e-05,90.71939726672538,9.28060273327462,Low
1590,0,1,CADC0888,5,240,49,0.2499003422448979,0.1277843959329466,0.357469433564531,-0.5048962316041528,1.0619629716340118,1,1,1,1,4,0.004428412602198,0.0004480120338368,1200,245,0.0005324349830539,0.002607844814958,72.04072079857332,27.959279201426682,Medium
1591,0,0,CADC0888,5,250,51,0.2350920862745098,0.1160251563983062,0.3406246561808265,-0.4342951027990107,1.0919564129339356,1,1,1,1,7,0.003816495854128,0.0003996672311673,1250,255,0.0004641006255932,0.0022750030666334,73.28204443517177,26.71795556482823,Medium
1592,0,1,CADC0888,5,145,30,0.1500093433333333,0.0178570881934297,0.1336304164231699,-1.4052307248312137,0.3111588375534452,1,1,1,2,4,0.0011010190318419,0.0007299015327446,725,150,0.0001231523323684,0.0005952362731143,89.03186902334186,10.968130976658145,Low
1593,0,1,CADC0888,5,190,39,0.240446782051282,0.059904838377744,0.2447546493485752,-1.3219945562876834,0.5127750967259747,1,1,1,1,5,0.0020924100297354,0.0002104098715415,950,195,0.0003152886230407,0.0015360214968652,82.16192789339343,17.838072106606575,Low
1594,1,1,CADC0888,5,170,35,0.3023706285714285,0.0818679903747209,0.2861258296182309,-1.2665140659803484,0.4822160724615199,2,1,1,2,1,0.0122687447181804,0.0284954367795015,850,175,0.0004815764139689,0.0023390854392777,76.3042673327137,23.695732667286293,Medium
1595,1,0,CADC0888,5,130,27,0.0487647774074074,0.0029298204450336,0.0541278158162108,-0.9032983422292552,0.7081026272053079,2,1,1,2,2,0.0015985409091174,0.0030868243190908,650,135,2.253708034641262e-05,0.0001085118683345,90.89345393163728,9.106546068362718,Low
1596,0,1,CADC0888,5,255,52,0.2253701461538461,0.1129220622108567,0.3360387808138471,-0.2907631638363241,1.1531547242559603,1,1,1,1,4,0.0037743882639239,0.0003383792982311,1275,260,0.0004428316165131,0.0021715781194395,73.38295947197213,26.61704052802787,Medium
1597,0,1,CADC0888,5,250,51,0.2355951450980392,0.1131027580934887,0.3363075349936256,-0.4808393763634657,1.0706850050999408,1,1,1,3,5,0.0038159347924159,0.0010279307833224,1250,255,0.0004524110323739,0.002217701139088,73.64793624483121,26.352063755168786,Medium
1598,0,1,CADC0888,5,115,24,0.0878156291666666,0.0045953720022878,0.067789173193718,-1.5495090344320197,-0.2715859609008185,1,1,1,1,2,0.0002705554052038,0.0001980048359754,575,120,3.995975654163391e-05,0.0001914738334286,93.8364752473323,6.163524752667698,Low
1599,0,1,CADC0888,5,180,37,0.2811768456756757,0.0676337610933425,0.2600649170752228,-1.4081031124647088,0.3445250336737422,1,1,1,1,4,0.002342945237058,0.0002591716691684,900,185,0.0003757431171852,0.0018279394890092,81.67583856031541,18.324161439684588,Low
1600,0,0,CADC0888,5,155,32,0.2886495156249999,0.0680556038314082,0.2608746899018918,-1.5372841331570597,0.2194211566748218,1,1,1,3,3,0.0037217189247708,0.0023737824634803,775,160,0.0004390684118155,0.0021267376197315,81.6974311897245,18.302568810275503,Low
1601,1,0,CADC0888,5,135,28,0.0892727392857142,0.0059846761316302,0.0773606885415987,-1.4251503022758751,0.1334783203498327,2,1,1,1,2,0.0026645834259305,0.0055804441780165,675,140,4.4330934308372176e-05,0.0002137384332725,91.5406623472693,8.459337652730696,Low
1602,0,1,CADC0888,5,264,54,0.2315171442592592,0.1140377909939966,0.3376948193176742,-0.3226142986239533,1.1386658286915965,1,1,1,1,6,0.0035025927188269,0.0003422468379418,1318,270,0.0004319613295227,0.0021118109443332,73.3640780691678,26.635921930832197,Medium
1603,0,0,CADC0888,5,280,57,0.2369830589473684,0.1155031921538923,0.339857605702583,-0.0468214862721634,1.2465518661448391,1,1,1,1,5,0.0035338490092046,0.0004283534958324,1400,285,0.0004125114005496,0.0020263717921735,72.75081570810322,27.249184291896782,Medium
1604,1,1,CADC0888,5,100,21,0.0251106085714285,0.0007696168523451,0.0277419691504616,-1.3586870532250646,0.588535657513561,1,1,2,1,3,0.0002809077474972,0.0003969947971222,500,105,7.696168523451645e-06,3.664842154024593e-05,92.80394456484743,7.196055435152573,Low
1605,1,1,CADC0888,5,205,40,0.27070324225,0.0799279670517465,0.282715346332219,-0.7854888984068671,0.8074528625029034,2,1,1,1,1,0.014983119674075,0.0383685354764964,1175,200,0.0003898925222036,0.0019981991762936,74.37276901879886,25.627230981201137,Medium
1606,0,1,CADC0888,5,140,29,0.2783831172413793,0.0336265294691297,0.1833753785793766,-1.4773409187666635,-0.1827779288309872,2,1,1,3,4,0.0013501817809138,0.0005873802114562,700,145,0.000240189496208,0.0011595354989355,87.88071313757541,12.119286862424588,Low
1607,0,1,CADC0888,5,155,32,0.2723660884375,0.0372977053482837,0.193126138438803,-1.4174887442979769,-0.3260868246491454,1,1,1,2,5,0.001070292634742,0.0001631332165275,775,160,0.0002406303570857,0.0011655532921338,87.79059699495642,12.209403005043583,Low
1608,0,1,CADC0888,5,290,59,0.232607906779661,0.0794577598364269,0.2818825284341457,-0.2216240376425666,1.1594152274891532,1,1,1,3,9,0.0021036321724462,0.0003462936040052,1450,295,0.000273992275298,0.0013467416921428,77.38478162585744,22.615218374142557,Medium
1609,0,1,CADC0888,5,230,47,0.2773092095744681,0.1155288788686618,0.3398953940091889,-0.6314663467337476,0.9826650771498032,1,1,1,1,9,0.0039454116608114,0.0003437180839418,1150,235,0.000502299473342,0.0024580612525247,73.72621910816306,26.273780891836935,Medium
1610,1,1,CADC0888,5,250,51,0.2222985774509803,0.0949173961383772,0.3080866698485626,-0.4404618170167818,1.0533804808736111,2,1,1,1,1,0.017396462436993,0.0465005591032741,1250,255,0.0003796695845535,0.0018611254144779,70.92586592990972,29.07413407009028,Medium
1611,1,1,CADC0888,5,240,49,0.2540245142857142,0.0356418096667583,0.1887903855252125,-1.041315716364459,0.240443087621826,2,1,1,4,6,0.0013552809759122,0.000671405808837,1200,245,0.0001485075402781,0.0007273838707501,86.16047318748913,13.839526812510869,Low
1612,1,1,CADC0888,5,245,50,0.2218382502,0.0574603477029667,0.2397088811516309,-0.6232460295887932,0.9217887731439734,2,1,1,3,2,0.0057240940265276,0.0124528972603798,1225,250,0.0002345320314406,0.0011492069540593,79.6832075922438,20.316792407756196,Medium
1613,0,0,CADC0888,5,255,52,0.2346914096153846,0.1139477078171285,0.3375614134007744,-0.4509356653793306,1.080731725934677,1,1,1,1,5,0.0035406263367658,0.0002884318111684,1275,260,0.0004468537561456,0.0021913020734063,73.59924900631574,26.400750993684255,Medium
1614,0,0,CADC0888,5,255,52,0.2310263153846153,0.1117640078867312,0.3343112440327594,-0.3995134118078058,1.1015567280336285,1,1,1,2,5,0.0035737682945647,0.000520900694008,1275,260,0.0004382902270067,0.0021493078439756,73.73338092239128,26.266619077608723,Medium
1615,1,1,CADC0888,5,285,58,0.1978706396551724,0.0560450962670955,0.2367384554040502,-0.2358312237754241,1.125432436142498,1,1,1,2,8,0.0017860536445235,0.0004047555079246,1425,290,0.0001966494605863,0.0009662947632257,80.41145867420826,19.588541325791738,Low
1616,0,1,CADC0888,5,140,29,0.3100938827586207,0.0576012793655573,0.240002665330111,-1.5151173429762668,-0.0911596016570482,1,1,1,1,6,0.0023601239857777,0.0005303663422094,700,145,0.0004114377097539,0.0019862510126054,84.20034474884501,15.799655251154988,Low
1617,1,0,CADC0888,5,160,33,0.1117575212121212,0.009329067177198,0.0965870963286402,-1.6753679344795345,-0.0527532562074492,2,1,1,1,1,0.0027587969128593,0.0072779907206237,800,165,5.830666985748772e-05,0.0002826990053696,91.26689868039348,8.733101319606519,Low
1618,0,0,CADC0888,5,265,54,0.2163114444444444,0.0975332353612813,0.3123031145558452,-0.4129618618960378,1.0976473657265204,1,1,1,1,5,0.0028596897952633,0.0002337479328753,1325,270,0.0003680499447595,0.0018061710252089,75.45930933348933,24.54069066651067,Medium
1619,0,1,CADC0888,5,270,55,0.2087244854545454,0.100478336850115,0.3169831807054044,-0.2024172103696497,1.1920886354740066,1,1,1,1,6,0.0031572738592662,0.0004037059586026,1350,275,0.0003721419883337,0.0018268788518202,74.69709293118959,25.302907068810413,Medium
1620,0,0,CADC0888,5,310,63,0.1734201968253968,0.067075363057752,0.2589891176434872,-0.1849348360795364,1.1899138850580449,1,1,1,2,5,0.0016704059984148,0.0002354925031704,1550,315,0.0002163721388959,0.001064688302504,78.84662582866757,21.15337417133243,Medium
1621,1,1,CADC0888,5,255,52,0.235756723076923,0.0266264421794171,0.163176107869434,-1.4254465616824583,-0.4299197345944403,2,1,1,4,6,0.0012481133059717,0.0016214000682656,1275,260,0.0001044174203114,0.0005120469649887,89.58793863181509,10.412061368184908,Low
1622,0,1,CADC0888,5,280,57,0.1935178771929824,0.0763506354869922,0.2763161875225414,-0.4276891242052687,1.086469283678955,1,1,1,2,7,0.0020181913598525,0.0002362088288785,1400,285,0.0002726808410249,0.0013394848331051,78.08337195498882,21.91662804501118,Medium
1623,0,1,CADC0888,5,295,60,0.2000235888333333,0.0972233937455151,0.3118066608421237,-0.0298168530099789,1.2582944877102538,1,1,1,1,5,0.0027140835893415,0.0002712586423341,1475,300,0.0003295708262559,0.0016203898957585,74.8681537617418,25.131846238258206,Medium
1624,0,1,CADC0888,5,295,60,0.2013263749999999,0.0846428009504017,0.2909343584907113,-0.2497692233587365,1.1650473777711263,1,1,1,2,4,0.0022776264933544,0.0005703088240145,1475,300,0.0002869247489844,0.0014107133491733,76.73551036150215,23.26448963849785,Medium
1625,1,1,CADC0888,5,275,56,0.2283700658928571,0.0359153796338519,0.1895135341706547,-1.3224942306027594,0.1805405004343642,1,1,1,2,12,0.0008522590481018,0.0001197122923936,1375,280,0.0001306013804867,0.0006413460648902,86.54632216180906,13.453677838190941,Low
